"","date","item","count","sales_cat","semester","menu_condition","station","item_cat","station_type","meal_period"
"1461","25-Nov","Soup 12 oz",24,"Soup","Fall 2024","Multimodal","Soup","Main","Satellite","Lunch"
"1462","25-Nov","8 oz Soup",14,"Soup","Fall 2024","Multimodal","Soup","Main","Satellite","Lunch"
"1463","25-Nov","Side Potato Tots",4,"Grab N Go","Fall 2024","Multimodal","Grab N Go","Side","Satellite","Lunch"
"1464","26-Nov","Quesadilla Deluxe Trillium",121,"Grill","Fall 2024","Multimodal","Quesadilla","Main","Satellite","Lunch"
"1465","26-Nov","Grilled Hamburger",52,"Grill","Fall 2024","Multimodal","Grill","Main","Treatment","Lunch"
"1466","26-Nov","Fried Chicken Tenders",42,"Grab N Go","Fall 2024","Multimodal","Grab N Go","Side","Satellite","Lunch"
"1467","26-Nov","Burrito Una Mano Trillium BYO",31,"Grill","Fall 2024","Multimodal","Quesadilla","Main","Satellite","Lunch"
"1468","26-Nov","French Fries",71,"Grill","Fall 2024","Multimodal","Grill","Side","Treatment","Lunch"
"1469","26-Nov","Seared Salmon Burger",12,"Grill","Fall 2024","Multimodal","Grill","Main","Treatment","Lunch"
"1470","26-Nov","Quesadilla Cheese",8,"Grill","Fall 2024","Multimodal","Quesadilla","Main","Satellite","Lunch"
"1471","26-Nov","Sweet Potato Fries",20,"Grill","Fall 2024","Multimodal","Grill","Side","Treatment","Lunch"
"1472","26-Nov","Trillium Grill Impossible Burger",4,"Grill","Fall 2024","Multimodal","Grill","Main","Treatment","Lunch"
"1473","26-Nov","Grilled Chicken Breast Sandwich",4,"Grill","Fall 2024","Multimodal","Grill","Main","Treatment","Lunch"
"1474","26-Nov","Black Bean Burger",3,"Grill","Fall 2024","Multimodal","Grill","Main","Treatment","Lunch"
"1475","26-Nov","ADD Chicken Breast",2,"Grill","Fall 2024","Multimodal","Grill","Modification","Treatment","Lunch"
"1476","26-Nov","+ Beef Patty",2,"Grill","Fall 2024","Multimodal","Grill","Modification","Treatment","Lunch"
"1477","26-Nov","ADD Cheese",5,"Grill","Fall 2024","Multimodal","Grill","Modification","Treatment","Lunch"
"1478","26-Nov","1 Entree + 1 Side",77,"Asian","Fall 2024","Multimodal","Wok","Main","Satellite","Lunch"
"1479","26-Nov","1 Entree + 2 Side",46,"Asian","Fall 2024","Multimodal","Wok","Main","Satellite","Lunch"
"1480","26-Nov","Bowl Ramen Chicken",45,"Asian","Fall 2024","Multimodal","Ramen","Main","Treatment","Lunch"
"1481","26-Nov","2 Entrees + 2 Sides",17,"Asian","Fall 2024","Multimodal","Wok","Main","Satellite","Lunch"
"1482","26-Nov","Bowl Ramen Tofu",6,"Asian","Fall 2024","Multimodal","Ramen","Main","Treatment","Lunch"
"1483","26-Nov","Side Vegetarian Lo Mein",3,"Asian","Fall 2024","Multimodal","Wok","Side","Satellite","Lunch"
"1484","26-Nov","1 Wok Entree",1,"Asian","Fall 2024","Multimodal","Wok","Main","Satellite","Lunch"
"1485","26-Nov","Side White or Brown Rice",3,"Asian","Fall 2024","Multimodal","Wok","Side","Satellite","Lunch"
"1486","26-Nov","Side Vegetables",1,"Asian","Fall 2024","Multimodal","Wok","Side","Satellite","Lunch"
"1487","26-Nov","Burrito Breakfast",41,"Breakfast","Fall 2024","Multimodal","Breakfast","Main","Satellite","Breakfast"
"1488","26-Nov","Small French Omelet",15,"Breakfast","Fall 2024","Multimodal","Breakfast","Side","Satellite","Breakfast"
"1489","26-Nov","Grand Slam Breakfast",7,"Breakfast","Fall 2024","Multimodal","Breakfast","Main","Satellite","Breakfast"
"1490","26-Nov","Add Bacon",12,"Breakfast","Fall 2024","Multimodal","Breakfast","Modification","Satellite","Breakfast"
"1491","26-Nov","Egg Cheese Sausage Breakfast San",4,"Breakfast","Fall 2024","Multimodal","Breakfast","Main","Satellite","Breakfast"
"1492","26-Nov","Two Eggs",5,"Breakfast","Fall 2024","Multimodal","Breakfast","Side","Satellite","Breakfast"
"1493","26-Nov","Pancake Single",1,"Breakfast","Fall 2024","Multimodal","Breakfast","Side","Satellite","Breakfast"
"1494","26-Nov","2 Slices Toast",1,"Breakfast","Fall 2024","Multimodal","Breakfast","Side","Satellite","Breakfast"
"1495","26-Nov","Toast",1,"Breakfast","Fall 2024","Multimodal","Breakfast","Side","Satellite","Breakfast"
"1496","26-Nov","Create Your Pasta Bowl MEAT",29,"Italian","Fall 2024","Multimodal","Pasta","Main","Satellite","Lunch"
"1497","26-Nov","Pizza with Toppings",14,"Italian","Fall 2024","Multimodal","Pizza","Main","Satellite","Lunch"
"1498","26-Nov","Create Your Pasta Bowl VEG",6,"Italian","Fall 2024","Multimodal","Pasta","Main","Satellite","Lunch"
"1499","26-Nov","Pizza Cheese",6,"Italian","Fall 2024","Multimodal","Pizza","Main","Satellite","Lunch"
"1500","26-Nov","Add Extra Meat",2,"Italian","Fall 2024","Multimodal","Pasta","Modification","Satellite","Lunch"
"1501","26-Nov","Burrito Bowl BYO",42,"Mexican","Fall 2024","Multimodal","Wrap","Main","Satellite","Lunch"
"1502","26-Nov","Single Taco",3,"Mexican","Fall 2024","Multimodal","Wrap","Main","Satellite","Lunch"
"1503","26-Nov","Add Extra Toppings Una Mano",2,"Mexican","Fall 2024","Multimodal","Wrap","Modification","Satellite","Lunch"
"1504","26-Nov","Salad by the Pound",31,"Salad Bar","Fall 2024","Multimodal","Salad Bar","Main","Satellite","Lunch"
"1505","26-Nov","Add Extra Protein 2.99",2,"Salad Bar","Fall 2024","Multimodal","Salad Bar","Modification","Satellite","Lunch"
"1506","26-Nov","Soup 12 oz",25,"Soup","Fall 2024","Multimodal","Soup","Main","Satellite","Lunch"
"1507","26-Nov","8 oz Soup",24,"Soup","Fall 2024","Multimodal","Soup","Main","Satellite","Lunch"
"1508","26-Nov","Side Potato Tots",12,"Grab N Go","Fall 2024","Multimodal","Grab N Go","Side","Satellite","Lunch"
"1509","2-Dec","Quesadilla Deluxe Trillium",144,"Grill","Fall 2024","Multimodal","Quesadilla","Main","Satellite","Lunch"
"1510","2-Dec","Grilled Hamburger",97,"Grill","Fall 2024","Multimodal","Grill","Main","Treatment","Lunch"
"1511","2-Dec","Burrito Una Mano Trillium BYO",48,"Grill","Fall 2024","Multimodal","Quesadilla","Main","Satellite","Lunch"
"1512","2-Dec","Fried Chicken Tenders",60,"Grab N Go","Fall 2024","Multimodal","Grab N Go","Side","Satellite","Lunch"
"1513","2-Dec","French Fries",101,"Grill","Fall 2024","Multimodal","Grill","Side","Treatment","Lunch"
"1514","2-Dec","Quesadilla Cheese",16,"Grill","Fall 2024","Multimodal","Quesadilla","Main","Satellite","Lunch"
"1515","2-Dec","Seared Salmon Burger",9,"Grill","Fall 2024","Multimodal","Grill","Main","Treatment","Lunch"
"1516","2-Dec","Sweet Potato Fries",23,"Grill","Fall 2024","Multimodal","Grill","Side","Treatment","Lunch"
"1517","2-Dec","+ Beef Patty",19,"Grill","Fall 2024","Multimodal","Grill","Modification","Treatment","Lunch"
"1518","2-Dec","Black Bean Burger",6,"Grill","Fall 2024","Multimodal","Grill","Main","Treatment","Lunch"
"1519","2-Dec","Grilled Chicken Breast Sandwich",6,"Grill","Fall 2024","Multimodal","Grill","Main","Treatment","Lunch"
"1520","2-Dec","ADD Chicken Breast",8,"Grill","Fall 2024","Multimodal","Grill","Modification","Treatment","Lunch"
"1521","2-Dec","ADD Cheese",10,"Grill","Fall 2024","Multimodal","Grill","Modification","Treatment","Lunch"
"1522","2-Dec","Add Sausage 2 Patty",2,"Grill","Fall 2024","Multimodal","Grill","Modification","Treatment","Lunch"
"1523","2-Dec","1 Entree + 1 Side",169,"Asian","Fall 2024","Multimodal","Wok","Main","Satellite","Lunch"
"1524","2-Dec","Bowl Ramen Chicken",89,"Asian","Fall 2024","Multimodal","Ramen","Main","Treatment","Lunch"
"1525","2-Dec","1 Entree + 2 Side",69,"Asian","Fall 2024","Multimodal","Wok","Main","Satellite","Lunch"
"1526","2-Dec","2 Entrees + 2 Sides",16,"Asian","Fall 2024","Multimodal","Wok","Main","Satellite","Lunch"
"1527","2-Dec","Bowl Ramen Tofu",19,"Asian","Fall 2024","Multimodal","Ramen","Main","Treatment","Lunch"
"1528","2-Dec","1 Wok Entree",9,"Asian","Fall 2024","Multimodal","Wok","Main","Satellite","Lunch"
"1529","2-Dec","Bowl Ramen Chicken",5,"Asian","Fall 2024","Multimodal","Ramen","Main","Treatment","Lunch"
"1530","2-Dec","Side Vegetarian Lo Mein",9,"Asian","Fall 2024","Multimodal","Wok","Side","Satellite","Lunch"
"1531","2-Dec","Side White or Brown Rice",9,"Asian","Fall 2024","Multimodal","Wok","Side","Satellite","Lunch"
"1532","2-Dec","Side Vegetables",1,"Asian","Fall 2024","Multimodal","Wok","Side","Satellite","Lunch"
"1533","2-Dec","Create Your Pasta Bowl MEAT",128,"Italian","Fall 2024","Multimodal","Pasta","Main","Satellite","Lunch"
"1534","2-Dec","Create Your Pasta Bowl VEG",24,"Italian","Fall 2024","Multimodal","Pasta","Main","Satellite","Lunch"
"1535","2-Dec","Pizza Cheese",32,"Italian","Fall 2024","Multimodal","Pizza","Main","Satellite","Lunch"
"1536","2-Dec","Pizza with Toppings",22,"Italian","Fall 2024","Multimodal","Pizza","Main","Satellite","Lunch"
"1537","2-Dec","Add Extra Meat",21,"Italian","Fall 2024","Multimodal","Pasta","Modification","Satellite","Lunch"
"1538","2-Dec","Side Bread Pasta Station",1,"Italian","Fall 2024","Multimodal","Pasta","Side","Satellite","Lunch"
"1539","2-Dec","Burrito Breakfast",79,"Breakfast","Fall 2024","Multimodal","Breakfast","Main","Satellite","Breakfast"
"1540","2-Dec","Small French Omelet",44,"Breakfast","Fall 2024","Multimodal","Breakfast","Side","Satellite","Breakfast"
"1541","2-Dec","Grand Slam Breakfast",10,"Breakfast","Fall 2024","Multimodal","Breakfast","Main","Satellite","Breakfast"
"1542","2-Dec","Egg Cheese Sausage Breakfast San",13,"Breakfast","Fall 2024","Multimodal","Breakfast","Main","Satellite","Breakfast"
"1543","2-Dec","Egg Cheese Bacon Breakfast Sandw",11,"Breakfast","Fall 2024","Multimodal","Breakfast","Main","Satellite","Breakfast"
"1544","2-Dec","Add Bacon",15,"Breakfast","Fall 2024","Multimodal","Breakfast","Modification","Satellite","Breakfast"
"1545","2-Dec","Two Eggs",13,"Breakfast","Fall 2024","Multimodal","Breakfast","Side","Satellite","Breakfast"
"1546","2-Dec","Trillium Home Fries",3,"Breakfast","Fall 2024","Multimodal","Breakfast","Side","Satellite","Breakfast"
"1547","2-Dec","Pancake Single",3,"Breakfast","Fall 2024","Multimodal","Breakfast","Side","Satellite","Breakfast"
"1548","2-Dec","2 Slices Toast",3,"Breakfast","Fall 2024","Multimodal","Breakfast","Side","Satellite","Breakfast"
"1549","2-Dec","PC Peanut Butter",1,"Breakfast","Fall 2024","Multimodal","Breakfast","Side","Satellite","Breakfast"
"1550","2-Dec","Burrito Bowl BYO",87,"Mexican","Fall 2024","Multimodal","Wrap","Main","Satellite","Lunch"
"1551","2-Dec","Single Taco",4,"Mexican","Fall 2024","Multimodal","Wrap","Main","Satellite","Lunch"
"1552","2-Dec","Side Guacamole",1,"Mexican","Fall 2024","Multimodal","Wrap","Side","Satellite","Lunch"
"1553","2-Dec","Soup 12 oz",56,"Soup","Fall 2024","Multimodal","Soup","Main","Satellite","Lunch"
"1554","2-Dec","8 oz Soup",40,"Soup","Fall 2024","Multimodal","Soup","Main","Satellite","Lunch"
"1555","2-Dec","Salad by the Pound",51,"Salad Bar","Fall 2024","Multimodal","Salad Bar","Main","Satellite","Lunch"
"1556","2-Dec","Add Extra Protein 2.99",1,"Salad Bar","Fall 2024","Multimodal","Salad Bar","Modification","Satellite","Lunch"
"1557","2-Dec","Side Potato Tots",13,"Grab N Go","Fall 2024","Multimodal","Grab N Go","Side","Satellite","Lunch"
"1558","3-Dec","Quesadilla Deluxe Trillium",184,"Grill","Fall 2024","Multimodal","Quesadilla","Main","Satellite","Lunch"
"1559","3-Dec","Grilled Hamburger",97,"Grill","Fall 2024","Multimodal","Grill","Main","Treatment","Lunch"
"1560","3-Dec","Fried Chicken Tenders",97,"Grab N Go","Fall 2024","Multimodal","Grab N Go","Side","Satellite","Lunch"
"1561","3-Dec","Burrito Una Mano Trillium BYO",64,"Grill","Fall 2024","Multimodal","Quesadilla","Main","Satellite","Lunch"
"1562","3-Dec","French Fries",134,"Grill","Fall 2024","Multimodal","Grill","Side","Treatment","Lunch"
"1563","3-Dec","Quesadilla Cheese",17,"Grill","Fall 2024","Multimodal","Quesadilla","Main","Satellite","Lunch"
"1564","3-Dec","Grilled Chicken Breast Sandwich",14,"Grill","Fall 2024","Multimodal","Grill","Main","Treatment","Lunch"
"1565","3-Dec","Trillium Grill Impossible Burger",9,"Grill","Fall 2024","Multimodal","Grill","Main","Treatment","Lunch"
"1566","3-Dec","Sweet Potato Fries",26,"Grill","Fall 2024","Multimodal","Grill","Side","Treatment","Lunch"
"1567","3-Dec","Seared Salmon Burger",7,"Grill","Fall 2024","Multimodal","Grill","Main","Treatment","Lunch"
"1568","3-Dec","+ Beef Patty",15,"Grill","Fall 2024","Multimodal","Grill","Modification","Treatment","Lunch"
"1569","3-Dec","Black Bean Burger",4,"Grill","Fall 2024","Multimodal","Grill","Main","Treatment","Lunch"
"1570","3-Dec","ADD Chicken Breast",9,"Grill","Fall 2024","Multimodal","Grill","Modification","Treatment","Lunch"
"1571","3-Dec","ADD Burger Salmon Grilled",2,"Grill","Fall 2024","Multimodal","Grill","Modification","Treatment","Lunch"
"1572","3-Dec","ADD Cheese",13,"Grill","Fall 2024","Multimodal","Grill","Modification","Treatment","Lunch"
"1573","3-Dec","Add Egg .99",4,"Grill","Fall 2024","Multimodal","Grill","Modification","Treatment","Lunch"
"1574","3-Dec","1 Entree + 1 Side",199,"Asian","Fall 2024","Multimodal","Wok","Main","Satellite","Lunch"
"1575","3-Dec","1 Entree + 2 Side",81,"Asian","Fall 2024","Multimodal","Wok","Main","Satellite","Lunch"
"1576","3-Dec","Bowl Ramen Chicken",76,"Asian","Fall 2024","Multimodal","Ramen","Main","Treatment","Lunch"
"1577","3-Dec","2 Entrees + 2 Sides",22,"Asian","Fall 2024","Multimodal","Wok","Main","Satellite","Lunch"
"1578","3-Dec","Bowl Ramen Tofu",21,"Asian","Fall 2024","Multimodal","Ramen","Main","Treatment","Lunch"
"1579","3-Dec","Side Vegetarian Lo Mein",8,"Asian","Fall 2024","Multimodal","Wok","Side","Satellite","Lunch"
"1580","3-Dec","Side Vegetable Spring Rolls",4,"Asian","Fall 2024","Multimodal","Wok","Side","Satellite","Lunch"
"1581","3-Dec","Side White or Brown Rice",6,"Asian","Fall 2024","Multimodal","Wok","Side","Satellite","Lunch"
"1582","3-Dec","Side Vegetarian Fried Rice with",3,"Asian","Fall 2024","Multimodal","Wok","Side","Satellite","Lunch"
"1583","3-Dec","Side Fried Spring Roll",1,"Asian","Fall 2024","Multimodal","Wok","Side","Satellite","Lunch"
"1584","3-Dec","Side Vegetables",1,"Asian","Fall 2024","Multimodal","Wok","Side","Satellite","Lunch"
"1585","3-Dec","Add Extra Toppings",1,"Asian","Fall 2024","Multimodal","Ramen","Modification","Treatment","Lunch"
"1586","3-Dec","Create Your Pasta Bowl MEAT",116,"Italian","Fall 2024","Multimodal","Pasta","Main","Satellite","Lunch"
"1587","3-Dec","Create Your Pasta Bowl VEG",28,"Italian","Fall 2024","Multimodal","Pasta","Main","Satellite","Lunch"
"1588","3-Dec","Pizza with Toppings",39,"Italian","Fall 2024","Multimodal","Pizza","Main","Satellite","Lunch"
"1589","3-Dec","Pizza Cheese",20,"Italian","Fall 2024","Multimodal","Pizza","Main","Satellite","Lunch"
"1590","3-Dec","Add Extra Meat",21,"Italian","Fall 2024","Multimodal","Pasta","Modification","Satellite","Lunch"
"1591","3-Dec","Burrito Breakfast",72,"Breakfast","Fall 2024","Multimodal","Breakfast","Main","Satellite","Breakfast"
"1592","3-Dec","Small French Omelet",57,"Breakfast","Fall 2024","Multimodal","Breakfast","Side","Satellite","Breakfast"
"1593","3-Dec","Egg Cheese Sausage Breakfast San",36,"Breakfast","Fall 2024","Multimodal","Breakfast","Main","Satellite","Breakfast"
"1594","3-Dec","Egg Cheese Bacon Breakfast Sandw",33,"Breakfast","Fall 2024","Multimodal","Breakfast","Main","Satellite","Breakfast"
"1595","3-Dec","Grand Slam Breakfast",13,"Breakfast","Fall 2024","Multimodal","Breakfast","Main","Satellite","Breakfast"
"1596","3-Dec","Add Bacon",22,"Breakfast","Fall 2024","Multimodal","Breakfast","Modification","Satellite","Breakfast"
"1597","3-Dec","Two Eggs",11,"Breakfast","Fall 2024","Multimodal","Breakfast","Side","Satellite","Breakfast"
"1598","3-Dec","Trillium Home Fries",2,"Breakfast","Fall 2024","Multimodal","Breakfast","Side","Satellite","Breakfast"
"1599","3-Dec","Pancake Single",2,"Breakfast","Fall 2024","Multimodal","Breakfast","Side","Satellite","Breakfast"
"1600","3-Dec","2 Slices Toast",2,"Breakfast","Fall 2024","Multimodal","Breakfast","Side","Satellite","Breakfast"
"1601","3-Dec","Toast",1,"Breakfast","Fall 2024","Multimodal","Breakfast","Side","Satellite","Breakfast"
"1602","3-Dec","PC Jelly",1,"Breakfast","Fall 2024","Multimodal","Breakfast","Side","Satellite","Breakfast"
"1603","3-Dec","Burrito Bowl BYO",115,"Mexican","Fall 2024","Multimodal","Wrap","Main","Satellite","Lunch"
"1604","3-Dec","Single Taco",4,"Mexican","Fall 2024","Multimodal","Wrap","Main","Satellite","Lunch"
"1605","3-Dec","Side Guacamole",6,"Mexican","Fall 2024","Multimodal","Wrap","Side","Satellite","Lunch"
"1606","3-Dec","Add Extra Toppings Una Mano",3,"Mexican","Fall 2024","Multimodal","Wrap","Modification","Satellite","Lunch"
"1607","3-Dec","Side Salsa",1,"Mexican","Fall 2024","Multimodal","Wrap","Side","Satellite","Lunch"
"1608","3-Dec","Soup 12 oz",53,"Soup","Fall 2024","Multimodal","Soup","Main","Satellite","Lunch"
"1609","3-Dec","8 oz Soup",51,"Soup","Fall 2024","Multimodal","Soup","Main","Satellite","Lunch"
"1610","3-Dec","Salad by the Pound",55,"Salad Bar","Fall 2024","Multimodal","Salad Bar","Main","Satellite","Lunch"
"1611","3-Dec","Add Extra Protein 2.99",1,"Salad Bar","Fall 2024","Multimodal","Salad Bar","Modification","Satellite","Lunch"
"1612","3-Dec","Side Potato Tots",17,"Grab N Go","Fall 2024","Multimodal","Grab N Go","Side","Satellite","Lunch"
"1613","4-Dec","Quesadilla Deluxe Trillium",168,"Grill","Fall 2024","Multimodal","Quesadilla","Main","Satellite","Lunch"
"1614","4-Dec","Grilled Hamburger",117,"Grill","Fall 2024","Multimodal","Grill","Main","Treatment","Lunch"
"1615","4-Dec","Fried Chicken Tenders",83,"Grab N Go","Fall 2024","Multimodal","Grab N Go","Side","Satellite","Lunch"
"1616","4-Dec","Burrito Una Mano Trillium BYO",60,"Grill","Fall 2024","Multimodal","Quesadilla","Main","Satellite","Lunch"
"1617","4-Dec","French Fries",126,"Grill","Fall 2024","Multimodal","Grill","Side","Treatment","Lunch"
"1618","4-Dec","Grilled Chicken Breast Sandwich",16,"Grill","Fall 2024","Multimodal","Grill","Main","Treatment","Lunch"
"1619","4-Dec","Quesadilla Cheese",17,"Grill","Fall 2024","Multimodal","Quesadilla","Main","Satellite","Lunch"
"1620","4-Dec","Sweet Potato Fries",28,"Grill","Fall 2024","Multimodal","Grill","Side","Treatment","Lunch"
"1621","4-Dec","Trillium Grill Impossible Burger",7,"Grill","Fall 2024","Multimodal","Grill","Main","Treatment","Lunch"
"1622","4-Dec","Seared Salmon Burger",5,"Grill","Fall 2024","Multimodal","Grill","Main","Treatment","Lunch"
"1623","4-Dec","ADD Chicken Breast",10,"Grill","Fall 2024","Multimodal","Grill","Modification","Treatment","Lunch"
"1624","4-Dec","+ Beef Patty",7,"Grill","Fall 2024","Multimodal","Grill","Modification","Treatment","Lunch"
"1625","4-Dec","Add Sausage 2 Patty",4,"Grill","Fall 2024","Multimodal","Grill","Modification","Treatment","Lunch"
"1626","4-Dec","Black Bean Burger",1,"Grill","Fall 2024","Multimodal","Grill","Main","Treatment","Lunch"
"1627","4-Dec","ADD Cheese",5,"Grill","Fall 2024","Multimodal","Grill","Modification","Treatment","Lunch"
"1628","4-Dec","Add Egg .99",3,"Grill","Fall 2024","Multimodal","Grill","Modification","Treatment","Lunch"
"1629","4-Dec","1 Entree + 1 Side",202,"Asian","Fall 2024","Multimodal","Wok","Main","Satellite","Lunch"
"1630","4-Dec","1 Entree + 2 Side",85,"Asian","Fall 2024","Multimodal","Wok","Main","Satellite","Lunch"
